frame,time,active_side,active_object_point_id,active_object_u,active_object_v,min_object_boundary_gap_px,active_part_distance_px,proposal_score,anchor_score,confidence_level,is_candidate,anchor_contact_state
211,8.750000,left,right,697.066,234.386,12.650953,12.650953,0.429634,0.429634,proposal,0,0
212,8.791667,left,right,701.570,235.416,14.727650,14.727650,0.393543,0.393543,proposal,0,0
213,8.833333,left,right,705.931,236.741,16.332896,16.332896,0.364398,0.364398,proposal,0,0
214,8.875000,left,right,711.236,238.031,17.939180,17.939180,0.334719,0.334719,proposal,0,0
215,8.916667,right,left,633.029,238.106,10.679363,10.679363,0.461239,0.461239,soft,1,0
216,8.958333,right,left,636.678,239.649,11.182916,11.182916,0.453470,0.453470,soft,0,0
217,9.000000,right,left,639.534,241.558,11.902393,11.902393,0.441994,0.441994,proposal,0,0
218,9.041667,right,left,640.855,243.628,11.953621,11.953621,0.441161,0.441161,proposal,0,0
219,9.083333,right,left,641.114,246.052,12.528724,12.528724,0.431679,0.431679,proposal,0,0
220,9.125000,right,left,640.092,248.874,13.579067,13.579067,0.413792,0.413792,proposal,0,0
221,9.166667,right,left,636.471,250.272,14.250395,14.250395,0.402032,0.402032,proposal,0,0
222,9.208333,right,left,631.296,250.348,14.827535,14.827535,0.391754,0.391754,proposal,0,0
223,9.250000,right,left,625.232,248.114,14.232735,14.232735,0.402345,0.402345,proposal,0,0
224,9.291667,right,left,617.776,244.641,13.213902,13.213902,0.420087,0.420087,proposal,0,0
225,9.333333,right,left,610.000,241.936,12.588998,12.588998,0.430672,0.430672,proposal,1,0
226,9.375000,left,right,696.109,240.024,19.601235,19.601235,0.303993,0.303993,proposal,0,0
227,9.416667,left,right,688.593,236.610,17.523667,17.523667,0.342418,0.342418,proposal,0,0
228,9.458333,left,right,682.371,232.523,16.885991,16.885991,0.354211,0.354211,proposal,0,0
229,9.500000,left,right,675.591,227.100,15.840509,15.840509,0.373416,0.373416,proposal,1,0
230,9.541667,left,right,669.943,222.332,16.676705,16.676705,0.358071,0.358071,proposal,0,0
231,9.583333,left,right,664.894,218.929,17.730105,17.730105,0.338593,0.338593,proposal,0,0
232,9.625000,left,right,660.639,217.029,19.317903,19.317903,0.327748,0.327748,proposal,0,0
233,9.666667,left,right,657.289,217.693,20.093210,20.093210,0.322775,0.322775,proposal,0,0
234,9.708333,left,right,655.494,219.756,20.303372,20.303372,0.328205,0.328205,proposal,0,0
235,9.750000,left,right,654.697,223.360,20.385076,20.385076,0.317446,0.317446,proposal,0,0
236,9.791667,left,right,653.682,227.686,19.315459,19.315459,0.327793,0.327793,proposal,1,0
237,9.833333,left,right,654.094,231.588,19.909826,19.909826,0.298326,0.298326,proposal,0,0
238,9.875000,left,right,654.178,234.309,20.234316,20.234316,0.292389,0.292389,proposal,0,0
239,9.916667,left,right,656.343,233.716,23.063129,23.063129,0.242033,0.242033,none,0,0
240,9.958333,left,right,658.470,230.178,27.603571,27.603571,0.169704,0.169704,none,0,0
