frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_u_fit,ref_v_fit,ref_source,ref_type,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,contact_u,contact_v,contact_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,da3_depth_raw,da3_depth_smooth,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score,radius_px
41,1.666667,678.411,501.368,678.411,501.368,678.411,501.368,cotracker_sam2_mask_points,center,678.411,339.674,339.674,-161.694,-161.694,cotracker_bottom,,,stage2_contact_policy,2.392787,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.284574,2.392787,2.392787,2.392787,1.000000,0.000000,,0.000000,43.804
42,1.708333,720.941,558.612,720.941,558.612,720.941,558.612,cotracker_sam2_mask_points,center,720.941,339.784,339.784,-218.828,-218.828,cotracker_bottom,,,stage2_contact_policy,2.378825,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.378825,2.378825,2.378825,2.378825,1.000000,0.000000,,0.000000,45.378
43,1.750000,749.902,523.847,749.902,523.847,749.902,523.847,cotracker_sam2_mask_points,center,749.902,339.924,339.924,-183.923,-183.923,cotracker_bottom,,,stage2_contact_policy,2.284574,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.283946,2.284574,2.284574,2.284574,1.000000,0.000000,,0.000000,44.489
44,1.791667,778.648,479.855,778.648,479.855,778.648,479.855,cotracker_sam2_mask_points,center,778.648,339.960,339.960,-139.895,-139.895,cotracker_bottom,,,stage2_contact_policy,2.283946,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.392787,2.283946,2.283946,2.283946,1.000000,0.000000,,0.000000,36.271
45,1.833333,800.798,428.737,800.798,428.737,800.798,428.737,cotracker_sam2_mask_points,center,800.798,339.071,339.071,-89.666,-89.666,cotracker_bottom,,,stage2_contact_policy,2.283946,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.211213,2.283946,2.283946,2.283946,1.000000,0.000000,,0.000000,32.742
46,1.875000,854.312,393.698,854.312,393.698,854.312,393.698,cotracker_sam2_mask_points,center,854.312,339.397,339.397,-54.301,-54.301,cotracker_bottom,,,stage2_contact_policy,2.283946,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.176673,2.283946,2.283946,2.283946,1.000000,0.000000,,0.000000,37.420
47,1.916667,882.039,360.396,882.039,360.396,882.039,360.396,cotracker_sam2_mask_points,center,882.039,339.107,339.107,-21.289,-21.289,cotracker_bottom,,,stage2_contact_policy,2.331382,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.280071,2.331382,2.331382,2.331382,1.000000,0.000000,,0.000000,38.398
48,1.958333,905.843,328.851,905.843,328.851,905.843,328.851,cotracker_sam2_mask_points,center,905.843,338.950,338.950,10.099,10.099,cotracker_bottom,,,stage2_contact_policy,2.331382,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.331382,2.331382,2.331382,2.331382,1.000000,0.000000,,0.000000,40.504
49,2.000000,921.343,304.116,921.343,304.116,921.343,304.116,cotracker_sam2_mask_points,center,921.343,338.693,338.693,34.577,34.577,cotracker_bottom,,,stage2_contact_policy,2.363690,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.363690,2.363690,2.363690,2.363690,1.000000,0.000000,,0.000000,41.578
50,2.041667,930.939,287.885,930.939,287.885,930.939,287.885,cotracker_sam2_mask_points,center,930.939,338.703,338.703,50.818,50.818,cotracker_bottom,,,stage2_contact_policy,2.510986,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.523350,2.510986,2.510986,2.510986,1.000000,0.000000,,0.000000,44.546
51,2.083333,931.962,281.140,931.962,281.140,931.962,281.140,cotracker_sam2_mask_points,center,931.962,338.658,338.658,57.518,57.518,cotracker_bottom,,,stage2_contact_policy,2.510986,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.676753,2.510986,2.510986,2.510986,1.000000,0.000000,,0.000000,45.984
52,2.125000,926.610,283.085,926.610,283.085,926.610,283.085,cotracker_sam2_mask_points,center,926.610,338.475,338.475,55.390,55.390,cotracker_bottom,,,stage2_contact_policy,2.510986,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.611604,2.510986,2.510986,2.510986,1.000000,0.000000,,0.000000,46.226
53,2.166667,909.696,297.766,909.696,297.766,909.696,297.766,cotracker_sam2_mask_points,center,909.696,338.628,338.628,40.862,40.862,cotracker_bottom,,,stage2_contact_policy,2.510986,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.510986,2.510986,2.510986,2.510986,1.000000,0.000000,,0.000000,47.294
54,2.208333,883.880,325.517,883.880,325.517,883.880,325.517,cotracker_sam2_mask_points,center,883.880,338.567,338.567,13.050,13.050,cotracker_bottom,,,stage2_contact_policy,2.471666,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.471666,2.471666,2.471666,2.471666,1.000000,0.000000,,0.000000,46.360
55,2.250000,850.417,372.885,850.417,372.885,850.417,372.885,cotracker_sam2_mask_points,center,850.417,339.006,339.006,-33.879,-33.879,cotracker_bottom,,,stage2_contact_policy,2.364022,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.299300,2.364022,2.364022,2.364022,1.000000,0.000000,,0.000000,46.926
56,2.291667,795.999,426.695,795.999,426.695,795.999,426.695,cotracker_sam2_mask_points,center,795.999,339.040,339.040,-87.655,-87.655,cotracker_bottom,,,stage2_contact_policy,2.322724,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.248611,2.322724,2.322724,2.322724,1.000000,0.000000,,0.000000,31.005
57,2.333333,743.018,511.113,743.018,511.113,743.018,511.113,cotracker_sam2_mask_points,center,743.018,339.074,339.074,-172.039,-172.039,cotracker_bottom,,,stage2_contact_policy,2.319976,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.299375,2.319976,2.319976,2.319976,1.000000,0.000000,,0.000000,46.879
58,2.375000,680.118,566.187,680.118,566.187,680.118,566.187,cotracker_sam2_mask_points,center,680.118,339.670,339.670,-226.517,-226.517,cotracker_bottom,,,stage2_contact_policy,2.299375,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.364022,2.299375,2.299375,2.299375,1.000000,0.000000,,0.000000,46.291
59,2.416667,638.600,530.601,638.600,530.601,638.600,530.601,cotracker_sam2_mask_points,center,638.600,340.006,340.006,-190.595,-190.595,cotracker_bottom,,,stage2_contact_policy,2.317119,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.322724,2.317119,2.317119,2.317119,1.000000,0.000000,,0.000000,45.549
60,2.458333,598.233,484.540,598.233,484.540,598.233,484.540,cotracker_sam2_mask_points,center,598.233,340.595,340.595,-143.945,-143.945,cotracker_bottom,,,stage2_contact_policy,2.319976,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.319976,2.319976,2.319976,2.319976,1.000000,0.000000,,0.000000,45.949
61,2.500000,568.647,445.834,568.647,445.834,568.647,445.834,cotracker_sam2_mask_points,center,568.647,342.832,342.832,-103.002,-103.002,cotracker_bottom,,,stage2_contact_policy,2.322724,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.270784,2.322724,2.322724,2.322724,1.000000,0.000000,,0.000000,45.675
62,2.541667,534.413,404.483,534.413,404.483,534.413,404.483,cotracker_sam2_mask_points,center,534.413,351.893,351.893,-52.590,-52.590,cotracker_bottom,,,stage2_contact_policy,2.322724,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.317119,2.322724,2.322724,2.322724,1.000000,0.000000,,0.000000,46.794
63,2.583333,508.610,373.388,508.610,373.388,508.610,373.388,cotracker_sam2_mask_points,center,508.610,410.000,410.000,36.612,36.612,cotracker_bottom,,,stage2_contact_policy,2.427511,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.427511,2.427511,2.427511,2.427511,1.000000,0.000000,,0.000000,45.797
64,2.625000,492.095,349.166,492.095,349.166,492.095,349.166,cotracker_sam2_mask_points,center,492.095,395.832,395.832,46.666,46.666,cotracker_bottom,,,stage2_contact_policy,2.627148,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.627148,2.627148,2.627148,2.627148,1.000000,0.000000,,0.000000,44.589
65,2.666667,491.775,342.262,491.775,342.262,491.775,342.262,cotracker_sam2_mask_points,center,491.775,386.000,386.000,43.738,43.738,cotracker_bottom,,,stage2_contact_policy,2.830564,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.830564,2.830564,2.830564,2.830564,1.000000,0.000000,,0.000000,44.435
66,2.708333,487.395,325.580,487.395,325.580,487.395,325.580,cotracker_sam2_mask_points,center,487.395,372.287,372.287,46.707,46.707,cotracker_bottom,,,stage2_contact_policy,2.845866,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.845866,2.845866,2.845866,2.845866,1.000000,0.000000,,0.000000,44.184
