frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,z_da3_raw,depth_conf,source
118,4.875000,-0.163844,0.255047,3.903738,1.000000,0.000000,0.000000,0.000000,0.122673,shared_fullimg_cam,578.361,455.950,46.150,3.904975,0.819543,L1
119,4.916667,-0.166689,0.238379,3.902875,1.000000,0.000000,0.000000,0.000000,0.123323,shared_fullimg_cam,577.277,449.699,46.405,3.904359,0.774117,L1
120,4.958333,-0.163647,0.232828,3.901954,1.000000,0.000000,0.000000,0.000000,0.123339,shared_fullimg_cam,578.407,447.631,46.422,3.902911,0.798133,L1
121,5.000000,-0.159970,0.247472,3.900984,1.000000,0.000000,0.000000,0.000000,0.124599,shared_fullimg_cam,579.776,453.166,46.908,3.898793,0.718565,L1
122,5.041667,-0.156568,0.311173,3.900003,1.000000,0.000000,0.000000,0.000000,0.130148,shared_fullimg_cam,581.042,477.177,49.009,3.894144,0.759716,L1
123,5.083333,-0.156929,0.424654,3.899000,1.000000,0.000000,0.000000,0.000000,0.124810,shared_fullimg_cam,580.891,519.951,47.011,3.891347,0.915067,L1
124,5.125000,-0.161842,0.574247,3.897830,1.000000,0.000000,0.000000,0.000000,0.120220,shared_fullimg_cam,579.022,576.362,45.296,3.895204,0.837876,L1
125,5.166667,-0.167139,0.704234,3.896094,1.000000,0.000000,0.000000,0.000000,0.127046,shared_fullimg_cam,576.998,625.456,47.889,3.896388,0.868574,L1
126,5.208333,-0.193697,0.631876,3.893314,1.000000,0.000000,0.000000,0.000000,0.117502,shared_fullimg_cam,566.935,598.351,44.323,3.898033,0.893192,L1
127,5.250000,-0.216425,0.511554,3.889027,1.000000,0.000000,0.000000,0.000000,0.125303,shared_fullimg_cam,558.272,553.177,47.318,3.892141,0.822173,L1
128,5.291667,-0.249605,0.412128,3.882916,1.000000,0.000000,0.000000,0.000000,0.136050,shared_fullimg_cam,545.594,515.876,51.457,3.886660,0.903933,L1
129,5.333333,-0.267074,0.309987,3.874750,1.000000,0.000000,0.000000,0.000000,0.127909,shared_fullimg_cam,538.774,477.491,48.480,3.880240,0.805350,L1
130,5.375000,-0.281755,0.256736,3.864420,1.000000,0.000000,0.000000,0.000000,0.124710,shared_fullimg_cam,532.924,457.568,47.394,3.882014,0.780345,L1
131,5.416667,-0.294276,0.237944,3.851959,1.000000,0.000000,0.000000,0.000000,0.124172,shared_fullimg_cam,527.804,450.719,47.342,3.873939,0.774238,L1
132,5.458333,-0.306236,0.236664,3.837831,1.000000,0.000000,0.000000,0.000000,0.123314,shared_fullimg_cam,522.814,450.563,47.188,3.863723,0.771245,L1
133,5.500000,-0.315829,0.260936,3.823023,1.000000,0.000000,0.000000,0.000000,0.123486,shared_fullimg_cam,518.675,460.238,47.437,3.828908,0.768925,L1
134,5.541667,-0.319546,0.340202,3.809141,1.000000,0.000000,0.000000,0.000000,0.126080,shared_fullimg_cam,516.800,491.164,48.610,3.783893,0.854938,L1
135,5.583333,-0.330294,0.468805,3.797929,1.000000,0.000000,0.000000,0.000000,0.134561,shared_fullimg_cam,512.280,541.280,52.033,3.804573,0.889118,L1
136,5.625000,-0.336716,0.632167,3.790394,1.000000,0.000000,0.000000,0.000000,0.122389,shared_fullimg_cam,509.538,604.936,47.420,3.777011,0.881556,L1
137,5.666667,-0.338865,0.652567,3.787756,1.000000,0.000000,0.000000,0.000000,0.117096,shared_fullimg_cam,508.614,613.016,45.401,3.755185,0.884592,L1
138,5.708333,-0.330388,0.526572,3.790818,1.000000,0.000000,0.000000,0.000000,0.113835,shared_fullimg_cam,512.004,564.000,44.101,3.758245,0.817339,L1
139,5.750000,-0.321092,0.421273,3.799362,1.000000,0.000000,0.000000,0.000000,0.130294,shared_fullimg_cam,515.885,522.839,50.364,3.779652,0.893470,L1
140,5.791667,-0.315662,0.338168,3.812296,1.000000,0.000000,0.000000,0.000000,0.125619,shared_fullimg_cam,518.398,490.272,48.392,3.791959,0.890169,L1
141,5.833333,-0.304592,0.284879,3.827903,1.000000,0.000000,0.000000,0.000000,0.122815,shared_fullimg_cam,523.141,469.296,47.119,3.852560,0.855402,L1
142,5.875000,-0.294604,0.257927,3.843820,1.000000,0.000000,0.000000,0.000000,0.124535,shared_fullimg_cam,527.441,458.546,47.581,3.870371,0.793910,L1
143,5.916667,-0.274675,0.256250,3.858409,1.000000,0.000000,0.000000,0.000000,0.124322,shared_fullimg_cam,535.452,457.535,47.320,3.884189,0.749038,L1
144,5.958333,-0.253168,0.277350,3.870700,1.000000,0.000000,0.000000,0.000000,0.126292,shared_fullimg_cam,543.944,465.231,47.917,3.889801,0.747636,L1
