frame,time,x,y,z,yaw,yaw_deg,pitch,pitch_deg,roll,roll_deg,scale,handle_phase_rad,handle_phase_deg,vlm_visibility,source,tx,ty,tz,qw,qx,qy,qz,se3_schema,m45_pose_source,m45_rotation_smooth_start,m45_rotation_smooth_end,m45_static_frame,m45_yaw_input,m45_pitch_input,m45_roll_input
226,9.375000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555558502,-31.831157,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000312,0.016079,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
227,9.416667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555475887,-31.826424,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000245,0.016072,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
228,9.458333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555389680,-31.821485,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000183,0.016065,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
229,9.500000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555299805,-31.816335,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000124,0.016059,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
230,9.541667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555206186,-31.810971,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000070,0.016053,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
231,9.583333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555108746,-31.805388,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000020,0.016047,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
232,9.625000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555007409,-31.799582,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.000025,0.016042,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
233,9.666667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554902098,-31.793548,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.000066,0.016038,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
234,9.708333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554792738,-31.787282,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.000103,0.016034,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
235,9.750000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554679251,-31.780780,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.000137,0.016030,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
236,9.791667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554561562,-31.774037,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.000167,0.016027,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
237,9.833333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554439593,-31.767049,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.000194,0.016024,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
238,9.875000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554313269,-31.759811,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.000220,0.016022,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
239,9.916667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554182513,-31.752319,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.000244,0.016019,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
240,9.958333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554047249,-31.744569,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,-0.000268,0.016017,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
