frame,time,left_detected,left_wrist_x,left_wrist_y,left_wrist_z,left_palm_x,left_palm_y,left_palm_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z,left_index_tip_x,left_index_tip_y,left_index_tip_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,left_ring_tip_x,left_ring_tip_y,left_ring_tip_z,left_pinky_tip_x,left_pinky_tip_y,left_pinky_tip_z,right_detected,right_wrist_x,right_wrist_y,right_wrist_z,right_palm_x,right_palm_y,right_palm_z,right_thumb_tip_x,right_thumb_tip_y,right_thumb_tip_z,right_index_tip_x,right_index_tip_y,right_index_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,right_ring_tip_x,right_ring_tip_y,right_ring_tip_z,right_pinky_tip_x,right_pinky_tip_y,right_pinky_tip_z
42,1.750000,1,-0.099563,-0.034189,4.454491,-0.097781,0.022460,4.421909,-0.039835,0.041689,4.386439,-0.032333,0.055754,4.404738,-0.040583,0.074319,4.416230,-0.047316,0.071348,4.426323,-0.066372,0.076228,4.434714,1,0.150917,-0.054703,3.876736,0.166184,0.012045,3.865275,0.193459,0.055207,3.894350,0.180174,0.082993,3.915193,0.161767,0.079383,3.911561,0.148934,0.073570,3.906140,0.132242,0.066891,3.886435
43,1.791667,1,-0.100421,-0.035961,4.454382,-0.097860,0.020545,4.416673,-0.039351,0.035991,4.378858,-0.029373,0.047364,4.401546,-0.038623,0.067995,4.413074,-0.047074,0.065558,4.423282,-0.067207,0.073681,4.431449,1,0.144886,-0.052859,3.873215,0.157571,0.014268,3.858198,0.184078,0.057937,3.885667,0.170393,0.087567,3.905888,0.150295,0.083300,3.903386,0.137491,0.077366,3.898545,0.121098,0.069597,3.878737
44,1.833333,1,-0.101885,-0.037721,4.446814,-0.098275,0.019924,4.414775,-0.046677,0.033650,4.371690,-0.032184,0.043235,4.395200,-0.039258,0.063081,4.406672,-0.047503,0.061239,4.416470,-0.065407,0.070276,4.427262,1,0.139857,-0.049649,3.862899,0.150269,0.016856,3.849007,0.174107,0.061229,3.875232,0.159840,0.091673,3.895078,0.138580,0.086991,3.892486,0.125978,0.080885,3.887962,0.110229,0.072246,3.867730
45,1.875000,1,-0.105069,-0.040224,4.439133,-0.099527,0.019524,4.415477,-0.063853,0.035996,4.369718,-0.045763,0.043477,4.388612,-0.048630,0.060175,4.399015,-0.054115,0.058649,4.407328,-0.066278,0.066775,4.420592,1,0.134184,-0.046869,3.851207,0.144674,0.019465,3.837925,0.165533,0.064560,3.863012,0.150358,0.095051,3.882819,0.128530,0.090258,3.879395,0.116266,0.083953,3.875093,0.101228,0.074699,3.854344
46,1.916667,1,-0.108891,-0.042945,4.430635,-0.101325,0.017942,4.418392,-0.089725,0.042755,4.377154,-0.072551,0.046530,4.387105,-0.070484,0.058049,4.394041,-0.070921,0.056028,4.399344,-0.074008,0.062907,4.411476,1,0.131311,-0.044393,3.840080,0.141111,0.021852,3.825870,0.159997,0.067389,3.849797,0.143987,0.097744,3.869987,0.121954,0.093076,3.865719,0.110040,0.086654,3.861638,0.095396,0.077002,3.840434
47,1.958333,1,-0.115046,-0.045953,4.418276,-0.103006,0.014371,4.421809,-0.116583,0.051025,4.391967,-0.105157,0.049707,4.392682,-0.099133,0.054692,4.394025,-0.094125,0.051555,4.395279,-0.087358,0.058002,4.402209,1,0.131098,-0.042273,3.826403,0.139909,0.023910,3.813932,0.158018,0.069451,3.837076,0.141723,0.099662,3.857996,0.119634,0.095091,3.853324,0.107958,0.088636,3.849424,0.093236,0.078890,3.827856
48,2.000000,1,-0.122478,-0.049441,4.405100,-0.104947,0.009398,4.421999,-0.135693,0.056949,4.404881,-0.131190,0.051043,4.399217,-0.123300,0.049366,4.395329,-0.114642,0.045345,4.393124,-0.100890,0.052059,4.393698,1,0.132299,-0.040440,3.815367,0.141333,0.025560,3.802810,0.159550,0.070794,3.826068,0.143547,0.100612,3.847789,0.121491,0.095877,3.843162,0.109850,0.089391,3.839291,0.094769,0.080013,3.817485
49,2.041667,1,-0.130458,-0.052333,4.391425,-0.108434,0.004457,4.416294,-0.145329,0.058747,4.407494,-0.145484,0.050062,4.397827,-0.137210,0.042626,4.391571,-0.127018,0.038307,4.387737,-0.110232,0.045068,4.383660,1,0.136423,-0.039844,3.803593,0.145533,0.026680,3.792402,0.164596,0.071584,3.816671,0.149202,0.100667,3.838858,0.127297,0.095557,3.834536,0.115434,0.089020,3.830493,0.100002,0.080431,3.808726
50,2.083333,1,-0.137130,-0.056433,4.378254,-0.114245,0.000397,4.405722,-0.148757,0.057130,4.398662,-0.151132,0.047132,4.386046,-0.142841,0.035282,4.380972,-0.132273,0.030700,4.377326,-0.114795,0.036526,4.371035,1,0.143635,-0.039327,3.792433,0.152378,0.027198,3.782090,0.172822,0.071907,3.807749,0.158258,0.100307,3.829669,0.136647,0.094876,3.825802,0.124311,0.088318,3.821478,0.108691,0.080644,3.800144
51,2.125000,1,-0.143238,-0.061089,4.367365,-0.121996,-0.002944,4.393166,-0.148378,0.053305,4.382220,-0.151998,0.042565,4.368034,-0.143974,0.028060,4.366587,-0.133655,0.022647,4.364449,-0.116131,0.026476,4.358083,1,0.152278,-0.039642,3.782229,0.161223,0.027198,3.771544,0.183053,0.071786,3.798579,0.169612,0.100227,3.819230,0.148396,0.094662,3.815961,0.135434,0.088152,3.811389,0.119804,0.081203,3.790775
