frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,z_da3_raw,depth_conf,source
140,4.633333,-0.641645,0.305025,6.573798,1.000000,0.000000,0.000000,0.000000,0.122046,shared_fullimg_cam,744.982,642.215,40.898,7.259844,0.099689,L1_L3contact
141,4.666667,-0.630169,0.378870,6.525474,1.000000,0.000000,0.000000,0.000000,0.118613,shared_fullimg_cam,747.264,667.901,40.042,7.760531,0.117914,L1_L3contact
142,4.700000,-0.620080,0.465909,6.473957,1.000000,0.000000,0.000000,0.000000,0.121082,shared_fullimg_cam,749.004,698.536,41.201,8.711865,0.198907,L1_L3contact
143,4.733333,-0.613520,0.464481,6.420896,1.000000,0.000000,0.000000,0.000000,0.119571,shared_fullimg_cam,749.511,699.356,41.023,8.460626,0.198762,L1_L3contact
144,4.766667,-0.601735,0.547159,6.370589,1.000000,0.000000,0.000000,0.000000,0.120720,shared_fullimg_cam,751.924,729.204,41.744,7.191421,0.149896,L1_L3contact
145,4.800000,-0.592827,0.636439,6.329875,1.000000,0.000000,0.000000,0.000000,0.120143,shared_fullimg_cam,753.686,761.492,41.812,6.617658,0.180168,L1_L3contact
146,4.833333,-0.586464,0.687178,6.306481,1.000000,0.000000,0.000000,0.000000,0.113126,shared_fullimg_cam,755.143,780.037,39.516,6.527605,0.222684,L1_L3contact
147,4.866667,-0.589569,0.601513,6.300860,1.000000,0.000000,0.000000,0.000000,0.115700,shared_fullimg_cam,753.875,750.301,40.451,6.581150,0.141900,L1_L3contact
148,4.900000,-0.591397,0.495053,6.309229,1.000000,0.000000,0.000000,0.000000,0.115948,shared_fullimg_cam,753.510,712.851,40.484,6.869113,0.117124,L1_L3contact
149,4.933333,-0.593306,0.494195,6.328089,1.000000,0.000000,0.000000,0.000000,0.115875,shared_fullimg_cam,753.461,712.037,40.338,6.884426,0.114037,L1_L3contact
150,4.966667,-0.599714,0.398797,6.354286,1.000000,0.000000,0.000000,0.000000,0.119098,shared_fullimg_cam,752.091,678.255,41.289,7.691724,0.142001,L1_L3contact
151,5.000000,-0.600775,0.323421,6.384975,1.000000,0.000000,0.000000,0.000000,0.115865,shared_fullimg_cam,752.724,651.585,39.975,7.095057,0.103326,L1_L3contact
152,5.033333,-0.596773,0.262195,6.418332,1.000000,0.000000,0.000000,0.000000,0.118434,shared_fullimg_cam,755.175,629.991,40.649,7.033058,0.110288,L1_L3contact
153,5.066667,-0.592379,0.208749,6.452836,1.000000,0.000000,0.000000,0.000000,0.126086,shared_fullimg_cam,757.770,611.264,43.044,6.795550,0.090579,L1_L3contact
