frame,time,object_name,center_x,center_y,center_source,tracking_available,track_center_x,track_center_y,track_center_source,mask_available,mask_center_x,mask_center_y,mask_area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_px,bbox_h_px,enclosing_radius_px,major_axis_px,minor_axis_px,aspect_ratio,circularity,body_available,body_center_x,body_center_y,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,body_bbox_w_px,body_bbox_h_px,handle_side,handle_extra_left_px,handle_extra_right_px,track_geometry_conf,mask_conf,observation_conf,center_visible,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
167,6.916667,mug,530.740,568.787,mug_body_mask,1,535.478,568.225,cotracker_tb_center,1,530.202,568.716,4511.0,499.000,531.000,562.000,610.000,63.000,79.000,44.390,96.855,67.888,0.797468,0.822238,1,530.342,568.793,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,0.000,0.750000,0.822238,0.822238,1.000000,502.527,566.325,0.000000,579.753,563.899,1.000000,540.705,528.441,1.000000,530.252,608.009,1.000000
168,6.958333,mug,530.863,568.734,mug_body_mask,1,530.863,568.734,cotracker_center_fallback,1,530.241,568.505,4536.0,499.000,531.000,563.000,610.000,64.000,79.000,44.647,98.526,67.787,0.810127,0.832036,1,530.257,568.679,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.500000,0.832036,0.832036,1.000000,502.945,566.351,0.000000,592.022,565.298,1.000000,546.406,528.750,0.000000,530.131,607.973,1.000000
169,7.000000,mug,530.693,568.746,mug_body_mask,1,541.362,568.809,cotracker_tb_center,1,530.627,568.654,4487.0,499.000,531.000,563.000,610.000,64.000,79.000,44.587,92.721,72.613,0.810127,0.828283,1,530.510,568.722,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.828283,0.828283,1.000000,502.919,566.556,0.000000,601.764,566.541,1.000000,552.723,529.682,1.000000,530.002,607.936,1.000000
170,7.041667,mug,530.552,568.982,mug_body_mask,1,543.731,570.242,cotracker_tb_center,1,530.369,568.552,4393.5,499.000,531.000,562.000,609.000,63.000,78.000,44.074,90.764,71.808,0.807692,0.832673,1,530.448,568.772,501.000,531.000,560.000,608.000,60.000,78.000,unknown,2.000,1.000,0.750000,0.832673,0.832673,1.000000,502.760,566.941,0.000000,609.461,569.266,1.000000,557.607,532.451,1.000000,529.855,608.032,1.000000
171,7.083333,mug,530.456,569.026,mug_body_mask,1,548.733,571.387,cotracker_tb_center,1,530.630,568.663,4490.0,499.000,531.000,563.000,610.000,64.000,79.000,44.578,92.623,71.937,0.810127,0.823599,1,530.532,568.761,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.823599,0.823599,1.000000,502.599,567.164,0.000000,618.406,573.011,1.000000,567.733,534.807,1.000000,529.733,607.968,1.000000
172,7.125000,mug,530.407,569.090,mug_body_mask,1,547.686,572.369,cotracker_tb_center,1,530.040,568.585,4507.5,499.000,531.000,563.000,610.000,64.000,79.000,44.602,95.056,69.987,0.810127,0.828344,1,529.981,568.819,500.000,531.000,560.000,609.000,61.000,79.000,unknown,1.000,2.000,0.750000,0.828344,0.828344,1.000000,502.416,567.406,0.000000,622.434,575.840,1.000000,565.629,536.762,1.000000,529.743,607.975,1.000000
173,7.166667,mug,530.382,569.130,mug_body_mask,1,546.198,572.955,cotracker_tb_center,1,530.221,568.501,4400.0,499.000,531.000,562.000,609.000,63.000,78.000,44.135,95.323,67.347,0.807692,0.819567,1,530.102,568.618,500.000,531.000,560.000,608.000,61.000,78.000,unknown,1.000,1.000,0.750000,0.819567,0.819567,1.000000,502.231,567.591,0.000000,622.534,577.668,1.000000,562.587,537.950,1.000000,529.809,607.959,1.000000
174,7.208333,mug,530.395,569.096,mug_body_mask,1,530.395,569.096,cotracker_center_fallback,1,530.253,568.488,4374.5,499.000,531.000,562.000,609.000,63.000,78.000,43.873,96.901,65.601,0.807692,0.813297,1,530.353,568.712,501.000,531.000,560.000,608.000,60.000,78.000,unknown,2.000,1.000,0.500000,0.813297,0.813297,1.000000,502.193,567.686,0.000000,623.337,578.739,1.000000,562.538,538.199,0.000000,529.999,607.920,1.000000
175,7.250000,mug,530.371,569.136,mug_body_mask,1,530.371,569.136,cotracker_center_fallback,1,530.234,568.511,4360.5,499.000,531.000,562.000,609.000,63.000,78.000,43.816,94.339,67.986,0.807692,0.815886,1,530.084,568.865,501.000,531.000,559.000,608.000,59.000,78.000,unknown,2.000,2.000,0.500000,0.815886,0.815886,1.000000,502.065,567.841,0.000000,622.349,579.473,1.000000,553.651,537.735,0.000000,530.085,607.983,1.000000
176,7.291667,mug,530.376,569.126,mug_body_mask,1,530.376,569.126,cotracker_center_fallback,1,530.221,568.497,4360.5,499.000,531.000,562.000,609.000,63.000,78.000,43.816,94.265,68.115,0.807692,0.810694,1,530.078,568.857,501.000,531.000,559.000,608.000,59.000,78.000,unknown,2.000,2.000,0.500000,0.810694,0.810694,1.000000,501.942,567.874,0.000000,620.594,579.683,1.000000,552.104,537.542,0.000000,530.123,607.985,1.000000
177,7.333333,mug,530.496,569.256,mug_body_mask,1,530.496,569.256,cotracker_center_fallback,1,530.547,568.621,4462.5,499.000,531.000,563.000,610.000,64.000,79.000,44.314,96.387,68.133,0.810127,0.817039,1,530.250,568.848,500.000,531.000,560.000,609.000,61.000,79.000,unknown,1.000,2.000,0.500000,0.817039,0.817039,1.000000,501.872,567.991,0.000000,618.940,579.807,1.000000,549.700,537.107,0.000000,530.435,608.024,1.000000
178,7.375000,mug,530.474,569.283,mug_body_mask,1,530.474,569.283,cotracker_center_fallback,1,530.539,568.629,4469.0,499.000,531.000,563.000,610.000,64.000,79.000,44.396,94.538,70.078,0.810127,0.819747,1,530.239,568.849,500.000,531.000,560.000,609.000,61.000,79.000,unknown,1.000,2.000,0.250000,0.819747,0.819747,1.000000,501.875,568.010,0.000000,613.672,578.279,0.000000,545.789,535.968,0.000000,530.480,608.031,1.000000
179,7.416667,mug,530.408,569.250,mug_body_mask,1,530.408,569.250,cotracker_center_fallback,1,530.579,568.652,4459.0,499.000,531.000,563.000,610.000,64.000,79.000,44.548,96.931,67.800,0.810127,0.812759,1,530.285,568.868,500.000,531.000,560.000,609.000,61.000,79.000,unknown,1.000,2.000,0.250000,0.812759,0.812759,1.000000,501.694,567.813,0.000000,597.443,574.379,0.000000,538.682,533.328,0.000000,530.517,608.024,1.000000
180,7.458333,mug,530.426,569.272,mug_body_mask,1,530.426,569.272,cotracker_center_fallback,1,530.587,568.623,4465.5,499.000,531.000,563.000,610.000,64.000,79.000,44.314,94.943,69.309,0.810127,0.822783,1,530.284,568.860,500.000,531.000,560.000,609.000,61.000,79.000,unknown,1.000,2.000,0.250000,0.822783,0.822783,1.000000,501.549,567.889,0.000000,592.794,573.129,0.000000,537.053,533.198,0.000000,530.486,608.074,1.000000
181,7.500000,mug,530.431,569.205,mug_body_mask,1,530.431,569.205,cotracker_center_fallback,1,530.595,568.627,4466.0,499.000,531.000,563.000,610.000,64.000,79.000,44.548,95.165,69.398,0.810127,0.819196,1,530.289,568.860,500.000,531.000,560.000,609.000,61.000,79.000,unknown,1.000,2.000,0.250000,0.819196,0.819196,1.000000,501.490,567.776,0.000000,590.749,572.218,0.000000,536.249,532.892,0.000000,530.534,607.971,1.000000
182,7.541667,mug,530.404,569.186,mug_body_mask,1,530.404,569.186,cotracker_center_fallback,1,530.668,568.647,4475.0,499.000,531.000,563.000,610.000,64.000,79.000,44.548,97.198,67.694,0.810127,0.810553,1,530.571,568.745,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.250000,0.810553,0.810553,1.000000,501.510,567.705,0.000000,587.909,571.615,0.000000,535.810,532.796,0.000000,530.428,607.976,1.000000
183,7.583333,mug,530.389,569.169,mug_body_mask,1,530.389,569.169,cotracker_center_fallback,1,530.123,568.564,4518.5,499.000,531.000,563.000,610.000,64.000,79.000,44.602,95.526,70.217,0.810127,0.830365,1,529.995,568.845,500.000,531.000,560.000,609.000,61.000,79.000,unknown,1.000,2.000,0.250000,0.830365,0.830365,1.000000,501.430,567.790,0.000000,584.015,570.828,0.000000,535.181,532.709,0.000000,530.359,607.971,1.000000
184,7.625000,mug,530.421,569.257,mug_body_mask,1,530.421,569.257,cotracker_center_fallback,1,530.583,568.665,4486.0,499.000,531.000,563.000,610.000,64.000,79.000,44.548,96.921,68.110,0.810127,0.812545,1,530.493,568.768,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.250000,0.812545,0.812545,1.000000,501.453,567.840,0.000000,579.575,570.337,0.000000,534.584,532.595,0.000000,530.291,608.033,1.000000
185,7.666667,mug,530.359,569.272,mug_body_mask,1,530.359,569.272,cotracker_center_fallback,1,530.640,568.646,4485.0,499.000,531.000,563.000,610.000,64.000,79.000,44.548,97.173,67.936,0.810127,0.812364,1,530.550,568.749,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.250000,0.812364,0.812364,1.000000,501.372,567.953,0.000000,576.494,570.230,0.000000,534.282,532.611,0.000000,530.241,608.051,1.000000
186,7.708333,mug,530.400,569.273,mug_body_mask,1,530.400,569.273,cotracker_center_fallback,1,530.078,568.592,4513.5,499.000,531.000,563.000,610.000,64.000,79.000,44.602,94.905,70.443,0.810127,0.824216,1,529.991,568.848,500.000,531.000,560.000,609.000,61.000,79.000,unknown,1.000,2.000,0.250000,0.824216,0.824216,1.000000,501.371,568.027,0.000000,574.417,570.136,0.000000,534.017,532.605,0.000000,530.230,608.025,1.000000
187,7.750000,mug,530.330,569.286,mug_body_mask,1,530.330,569.286,cotracker_center_fallback,1,530.335,568.543,4381.5,499.000,531.000,562.000,609.000,63.000,78.000,43.816,95.637,67.706,0.807692,0.819815,1,530.407,568.763,501.000,531.000,560.000,608.000,60.000,78.000,unknown,2.000,1.000,0.250000,0.819815,0.819815,1.000000,501.309,568.066,0.000000,573.635,570.066,0.000000,533.883,532.700,0.000000,530.160,608.070,1.000000
188,7.791667,mug,530.288,569.344,mug_body_mask,1,530.288,569.344,cotracker_center_fallback,1,530.302,568.529,4376.5,499.000,531.000,562.000,609.000,63.000,78.000,43.816,95.754,67.595,0.807692,0.818879,1,530.375,568.750,501.000,531.000,560.000,608.000,60.000,78.000,unknown,2.000,1.000,0.250000,0.818879,0.818879,1.000000,501.305,568.121,0.000000,573.350,570.042,0.000000,533.992,532.828,0.000000,530.071,608.128,1.000000
189,7.833333,mug,530.430,569.296,mug_body_mask,1,530.430,569.296,cotracker_center_fallback,1,530.232,568.510,4373.0,499.000,531.000,562.000,609.000,63.000,78.000,44.068,95.973,67.610,0.807692,0.814538,1,530.329,568.739,501.000,531.000,560.000,608.000,60.000,78.000,unknown,2.000,1.000,0.250000,0.814538,0.814538,1.000000,501.352,568.218,0.000000,573.073,569.972,0.000000,533.974,532.850,0.000000,530.341,608.119,1.000000
190,7.875000,mug,530.384,569.247,mug_body_mask,1,530.384,569.247,cotracker_center_fallback,1,530.499,568.619,4465.0,499.000,531.000,563.000,610.000,64.000,79.000,44.396,95.080,69.686,0.810127,0.819013,1,530.240,568.842,500.000,531.000,560.000,609.000,61.000,79.000,unknown,1.000,2.000,0.250000,0.819013,0.819013,1.000000,501.407,568.287,0.000000,572.499,569.934,0.000000,533.938,532.820,0.000000,530.266,608.068,1.000000
191,7.916667,mug,530.465,569.102,mug_body_mask,1,530.465,569.102,cotracker_center_fallback,1,530.268,568.520,4373.5,499.000,531.000,562.000,609.000,63.000,78.000,43.816,95.815,67.480,0.807692,0.818318,1,530.355,568.745,501.000,531.000,560.000,608.000,60.000,78.000,unknown,2.000,1.000,0.250000,0.818318,0.818318,1.000000,501.441,568.260,0.000000,572.903,569.882,0.000000,534.360,532.811,0.000000,530.369,607.941,1.000000
192,7.958333,mug,530.423,569.291,mug_body_mask,1,530.423,569.291,cotracker_center_fallback,1,530.485,568.623,4465.0,499.000,531.000,563.000,610.000,64.000,79.000,44.396,94.952,69.778,0.810127,0.819013,1,530.234,568.844,500.000,531.000,560.000,609.000,61.000,79.000,unknown,1.000,2.000,0.250000,0.819013,0.819013,1.000000,501.591,568.505,0.000000,574.339,570.802,0.000000,534.711,533.121,0.000000,530.277,608.045,1.000000
