frame,time,object_name,center_x,center_y,center_source,tracking_available,track_center_x,track_center_y,track_center_source,mask_available,mask_center_x,mask_center_y,mask_area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_px,bbox_h_px,lowest_visible_x,lowest_visible_y,lowest_visible_x1,lowest_visible_x2,enclosing_radius_px,major_axis_px,minor_axis_px,aspect_ratio,circularity,body_available,body_center_x,body_center_y,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,body_bbox_w_px,body_bbox_h_px,handle_side,handle_observed_side,handle_visible,handle_conf,handle_center_x,handle_center_y,handle_bbox_x1,handle_bbox_y1,handle_bbox_x2,handle_bbox_y2,handle_area_px,handle_extra_left_px,handle_extra_right_px,track_geometry_conf,mask_conf,observation_conf,center_visible,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
159,6.583333,basketball,577.278,581.384,cotracker_center_fallback,1,577.278,581.384,cotracker_center_fallback,1,578.667,574.302,6647.5,538.000,518.000,625.000,622.000,87.000,104.000,584.000,621.000,581.000,587.000,55.570,103.784,86.110,0.836538,0.795718,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.795718,0.795718,0.000000,553.338,567.770,0.000000,612.956,576.029,0.000000,585.206,509.934,0.000000,575.326,614.560,0.000000
160,6.625000,basketball,569.528,629.057,cotracker_center_fallback,1,569.528,629.057,cotracker_center_fallback,1,570.850,629.635,6237.0,526.000,587.000,617.000,672.000,91.000,85.000,571.000,671.000,558.000,584.000,47.167,91.661,88.873,1.070588,0.871050,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.871050,0.871050,0.000000,547.890,617.161,0.000000,607.824,621.482,0.000000,579.685,533.585,0.000000,568.044,664.214,0.000000
161,6.666667,basketball,558.000,597.000,cotracker_box_center,1,558.000,597.000,cotracker_box_center,1,557.944,599.010,5778.5,514.000,555.000,603.000,640.000,89.000,85.000,555.000,639.000,546.000,564.000,45.301,87.682,84.213,1.047059,0.880482,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,1.000000,0.880482,1.000000,1.000000,514.000,599.012,1.000000,602.000,599.012,1.000000,557.948,555.000,1.000000,557.948,639.000,1.000000
162,6.708333,basketball,543.797,556.276,cotracker_center_fallback,1,543.797,556.276,cotracker_center_fallback,1,543.812,555.190,5971.5,500.000,509.000,590.000,598.000,90.000,89.000,543.500,597.000,533.000,554.000,46.684,87.641,87.500,1.011236,0.856424,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.500000,0.856424,0.856424,0.000000,506.093,559.833,0.000000,587.201,559.108,1.000000,550.589,522.159,0.000000,547.016,595.778,1.000000
163,6.750000,basketball,531.427,522.347,cotracker_center_fallback,1,531.427,522.347,cotracker_center_fallback,1,533.076,517.571,6282.5,489.000,467.000,578.000,561.000,89.000,94.000,533.000,560.000,514.000,552.000,49.412,93.850,88.247,0.946809,0.751367,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.751367,0.751367,0.000000,500.330,527.132,0.000000,573.222,525.922,0.000000,542.329,495.324,0.000000,537.298,557.428,1.000000
164,6.791667,basketball,522.969,495.835,cotracker_center_fallback,1,522.969,495.835,cotracker_center_fallback,1,523.815,489.180,6056.0,479.000,441.000,569.000,533.000,90.000,92.000,520.000,532.000,518.000,522.000,47.419,90.681,86.507,0.978261,0.834931,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.834931,0.834931,0.000000,494.873,498.576,0.000000,563.380,500.444,0.000000,535.533,476.749,0.000000,527.210,528.127,1.000000
165,6.833333,basketball,513.971,476.173,cotracker_center_fallback,1,513.971,476.173,cotracker_center_fallback,1,515.897,468.469,6042.0,471.000,423.000,560.000,512.000,89.000,89.000,514.000,511.000,507.000,521.000,46.489,91.597,84.797,1.000000,0.874875,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.874875,0.874875,0.000000,487.943,479.929,0.000000,553.601,481.765,0.000000,529.527,462.407,0.000000,518.415,505.191,1.000000
166,6.875000,basketball,508.962,461.397,cotracker_center_fallback,1,508.962,461.397,cotracker_center_fallback,1,509.576,452.928,6125.0,464.000,407.000,554.000,497.000,90.000,90.000,505.500,496.000,496.000,515.000,46.214,91.442,86.326,1.000000,0.883978,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.883978,0.883978,0.000000,483.960,469.185,0.000000,547.364,464.871,0.000000,525.168,452.425,0.000000,512.075,489.069,1.000000
167,6.916667,basketball,504.787,452.387,cotracker_center_fallback,1,504.787,452.387,cotracker_center_fallback,1,504.707,442.872,6144.0,459.000,397.000,550.000,488.000,91.000,91.000,500.500,487.000,495.000,506.000,46.340,91.074,86.666,1.000000,0.856437,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.856437,0.856437,0.000000,481.020,462.843,0.000000,542.795,454.977,0.000000,522.528,447.688,0.000000,507.712,479.708,1.000000
168,6.958333,basketball,501.852,448.395,cotracker_center_fallback,1,501.852,448.395,cotracker_center_fallback,1,501.746,438.941,6206.0,456.000,393.000,548.000,484.000,92.000,91.000,499.500,483.000,494.000,505.000,46.305,91.243,87.536,1.010989,0.860326,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.860326,0.860326,0.000000,478.773,459.206,0.000000,539.670,451.130,0.000000,520.561,446.133,0.000000,504.146,475.120,0.000000
169,7.000000,basketball,497.099,451.027,cotracker_center_fallback,1,497.099,451.027,cotracker_center_fallback,1,498.585,441.917,6247.5,453.000,396.000,545.000,487.000,92.000,91.000,498.500,486.000,491.000,506.000,46.658,91.686,87.396,1.010989,0.862719,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.862719,0.862719,0.000000,474.529,460.149,0.000000,535.851,455.190,0.000000,516.999,448.507,0.000000,500.131,479.287,0.000000
170,7.041667,basketball,494.618,463.893,cotracker_center_fallback,1,494.618,463.893,cotracker_center_fallback,1,495.524,461.173,6237.5,451.000,415.000,540.000,506.000,89.000,91.000,492.500,505.000,487.000,498.000,47.085,93.063,86.779,0.978022,0.868889,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.868889,0.868889,0.000000,468.891,472.267,0.000000,532.617,470.094,0.000000,514.348,455.873,0.000000,494.647,495.704,0.000000
171,7.083333,basketball,492.702,498.023,cotracker_center_fallback,1,492.702,498.023,cotracker_center_fallback,1,493.824,495.704,6208.5,451.000,448.000,535.000,543.000,84.000,95.000,491.000,542.000,485.000,497.000,48.554,95.345,83.973,0.884211,0.862877,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.862877,0.862877,0.000000,466.277,505.751,0.000000,531.907,503.991,0.000000,514.152,480.217,0.000000,493.181,532.476,0.000000
172,7.125000,basketball,495.666,551.355,cotracker_center_fallback,1,495.666,551.355,cotracker_center_fallback,1,497.667,550.410,5899.5,455.000,506.000,541.000,594.000,86.000,88.000,489.500,593.000,482.000,497.000,47.785,90.705,84.518,0.977273,0.856477,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.856477,0.856477,0.000000,466.602,555.259,0.000000,535.917,553.249,0.000000,517.407,525.040,0.000000,494.508,583.437,0.000000
173,7.166667,basketball,503.524,608.459,cotracker_center_fallback,1,503.524,608.459,cotracker_center_fallback,1,501.298,613.046,5863.5,457.000,568.000,546.000,654.000,89.000,86.000,522.000,653.000,522.000,522.000,46.131,89.190,85.493,1.034884,0.869056,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.869056,0.869056,0.000000,470.160,610.616,0.000000,541.033,609.325,0.000000,521.665,577.126,0.000000,500.435,643.302,0.000000
174,7.208333,basketball,503.426,600.048,cotracker_center_fallback,1,503.426,600.048,cotracker_center_fallback,1,504.172,604.005,5545.0,460.000,564.000,548.000,642.000,88.000,78.000,497.500,641.000,481.000,514.000,45.804,91.284,79.744,1.128205,0.881607,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.881607,0.881607,0.000000,472.115,603.594,0.000000,541.380,600.664,0.000000,523.466,568.732,0.000000,500.127,632.984,0.000000
175,7.250000,basketball,504.331,553.959,cotracker_center_fallback,1,504.331,553.959,cotracker_center_fallback,1,505.594,555.763,5943.0,462.000,510.000,549.000,600.000,87.000,90.000,501.500,599.000,501.000,502.000,45.984,88.159,87.099,0.966667,0.860540,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.860540,0.860540,0.000000,475.412,556.669,0.000000,542.411,558.001,0.000000,523.958,526.617,0.000000,502.231,587.877,0.000000
176,7.291667,basketball,509.804,519.860,cotracker_center_fallback,1,509.804,519.860,cotracker_center_fallback,1,510.753,518.491,6298.5,467.000,475.000,557.000,564.000,90.000,89.000,508.000,563.000,506.000,510.000,48.559,92.669,87.907,1.011236,0.847935,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.847935,0.847935,0.000000,481.135,526.686,0.000000,547.404,525.603,0.000000,524.934,497.912,0.000000,510.131,553.328,0.000000
177,7.333333,basketball,516.214,486.243,cotracker_center_fallback,1,516.214,486.243,cotracker_center_fallback,1,516.461,484.581,6422.5,471.000,437.000,561.000,529.000,90.000,92.000,513.000,528.000,507.000,519.000,49.584,94.044,88.444,0.978261,0.853418,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.853418,0.853418,0.000000,486.431,491.955,0.000000,552.657,493.328,0.000000,529.817,463.447,0.000000,514.975,519.398,0.000000
178,7.375000,basketball,522.095,463.304,cotracker_center_fallback,1,522.095,463.304,cotracker_center_fallback,1,521.059,463.554,6097.0,477.000,416.000,566.000,507.000,89.000,91.000,524.000,506.000,514.000,534.000,47.709,91.047,86.723,0.978022,0.846014,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.846014,0.846014,0.000000,493.628,472.140,0.000000,558.465,469.461,0.000000,533.640,444.865,0.000000,523.152,495.318,0.000000
179,7.416667,basketball,529.419,449.649,cotracker_center_fallback,1,529.419,449.649,cotracker_center_fallback,1,528.253,449.632,6142.5,482.000,405.000,574.000,494.000,92.000,89.000,525.500,493.000,517.000,534.000,47.751,93.365,84.804,1.033708,0.850955,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.850955,0.850955,0.000000,501.207,457.129,0.000000,565.795,456.564,0.000000,539.749,437.539,0.000000,529.997,481.270,0.000000
180,7.458333,basketball,536.751,443.446,cotracker_center_fallback,1,536.751,443.446,cotracker_center_fallback,1,536.537,441.915,6033.0,491.000,398.000,582.000,487.000,91.000,89.000,540.500,486.000,539.000,542.000,46.803,90.929,84.763,1.022472,0.843690,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.843690,0.843690,0.000000,509.123,449.866,0.000000,571.475,452.178,0.000000,545.155,433.634,0.000000,535.655,474.153,0.000000
181,7.500000,basketball,544.016,444.508,cotracker_center_fallback,1,544.016,444.508,cotracker_center_fallback,1,545.066,441.418,6045.5,501.000,399.000,590.000,486.000,89.000,87.000,545.000,485.000,539.000,551.000,46.742,91.159,85.782,1.022989,0.846808,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.846808,0.846808,0.000000,516.268,450.697,0.000000,578.016,453.651,0.000000,551.212,433.851,0.000000,542.896,475.020,0.000000
182,7.541667,basketball,553.655,454.480,cotracker_center_fallback,1,553.655,454.480,cotracker_center_fallback,1,555.317,448.117,6218.5,510.000,406.000,606.000,492.000,96.000,86.000,552.500,491.000,546.000,559.000,48.602,92.168,86.400,1.116279,0.838267,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.838267,0.838267,0.000000,527.127,458.534,0.000000,586.508,464.666,0.000000,561.691,439.907,0.000000,548.509,483.735,0.000000
183,7.583333,basketball,564.328,471.180,cotracker_center_fallback,1,564.328,471.180,cotracker_center_fallback,1,563.653,467.102,6090.0,519.000,425.000,609.000,509.000,90.000,84.000,563.500,508.000,552.000,575.000,46.773,91.867,86.582,1.071429,0.868795,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.868795,0.868795,0.000000,533.491,476.179,0.000000,598.594,481.735,0.000000,568.843,454.257,0.000000,563.173,502.418,0.000000
184,7.625000,basketball,573.786,503.060,cotracker_center_fallback,1,573.786,503.060,cotracker_center_fallback,1,574.807,500.052,6465.0,529.000,452.000,618.000,547.000,89.000,95.000,579.500,546.000,573.000,586.000,49.509,94.572,87.581,0.936842,0.814801,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.814801,0.814801,0.000000,538.365,511.311,0.000000,610.444,511.746,0.000000,574.666,478.004,0.000000,573.037,539.299,0.000000
185,7.666667,basketball,581.332,550.507,cotracker_center_fallback,1,581.332,550.507,cotracker_center_fallback,1,580.813,548.326,6981.0,537.000,490.000,627.000,598.000,90.000,108.000,585.500,597.000,579.000,592.000,54.028,103.650,86.885,0.833333,0.813472,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.813472,0.813472,0.000000,535.952,554.107,0.000000,618.682,555.021,0.000000,573.692,515.571,0.000000,579.317,590.554,0.000000
186,7.708333,basketball,591.976,608.264,cotracker_center_fallback,1,591.976,608.264,cotracker_center_fallback,1,587.216,615.689,6115.0,543.000,573.000,633.000,658.000,90.000,85.000,588.500,657.000,580.000,597.000,46.689,91.984,85.499,1.058824,0.879289,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.879289,0.879289,1.000000,537.958,606.699,1.000000,627.024,614.828,0.000000,568.150,564.381,0.000000,584.251,649.929,0.000000
187,7.750000,basketball,590.151,607.027,cotracker_center_fallback,1,590.151,607.027,cotracker_center_fallback,1,584.352,613.429,5684.0,540.000,574.000,629.000,654.000,89.000,80.000,584.500,653.000,577.000,592.000,45.398,91.000,80.389,1.112500,0.875547,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.875547,0.875547,1.000000,536.312,606.508,1.000000,624.340,611.745,0.000000,567.905,564.409,0.000000,583.227,646.947,0.000000
188,7.791667,basketball,577.279,568.848,cotracker_center_fallback,1,577.279,568.848,cotracker_center_fallback,1,577.310,567.081,5947.0,535.000,525.000,623.000,610.000,88.000,85.000,578.000,609.000,571.000,585.000,47.308,89.226,86.706,1.035294,0.866821,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.866821,0.866821,0.000000,532.096,574.484,0.000000,614.092,573.901,0.000000,570.281,535.795,0.000000,576.969,605.051,0.000000
189,7.833333,basketball,568.766,530.343,cotracker_center_fallback,1,568.766,530.343,cotracker_center_fallback,1,571.503,528.797,5923.5,527.000,484.000,615.000,574.000,88.000,90.000,570.500,573.000,567.000,574.000,46.624,88.709,86.228,0.977778,0.784633,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.784633,0.784633,0.000000,529.837,537.601,0.000000,606.368,536.340,0.000000,571.034,503.589,0.000000,571.935,565.599,0.000000
190,7.875000,basketball,557.527,503.132,cotracker_center_fallback,1,557.527,503.132,cotracker_center_fallback,1,561.829,502.830,5684.5,518.000,461.000,607.000,545.000,89.000,84.000,562.500,544.000,560.000,565.000,45.635,90.854,80.402,1.059524,0.850179,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.850179,0.850179,0.000000,525.035,512.797,0.000000,595.176,508.905,0.000000,563.137,484.214,0.000000,566.575,535.694,0.000000
191,7.916667,basketball,547.221,481.470,cotracker_center_fallback,1,547.221,481.470,cotracker_center_fallback,1,552.932,480.204,6285.0,507.000,432.000,598.000,525.000,91.000,93.000,553.000,524.000,542.000,564.000,47.144,91.923,87.950,0.978495,0.846674,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.846674,0.846674,0.000000,521.362,492.029,0.000000,584.627,487.648,0.000000,556.278,467.951,0.000000,561.157,511.401,0.000000
192,7.958333,basketball,541.717,468.395,cotracker_center_fallback,1,541.717,468.395,cotracker_center_fallback,1,547.234,466.476,6163.5,501.000,420.000,593.000,511.000,92.000,91.000,541.500,510.000,534.000,549.000,46.508,91.191,86.026,1.010989,0.857769,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.857769,0.857769,0.000000,516.718,479.479,0.000000,578.742,474.530,0.000000,551.841,458.071,0.000000,556.071,494.331,0.000000
