frame,motion_regime,sequence_se3_optimizer_enabled,visual_residual_enabled,contact_anchor_residual_enabled,depth_residual_enabled,geometry_residual_enabled,velocity_residual_enabled,acceleration_residual_enabled,static_freeze_residual_enabled,boundary_freeze_interpolation_enabled,static_tail_freeze_enabled,trust_weight,smooth_weight,accel_weight,feedback_reoptimized,feedback_reweight_reason,visual_prior_reason,overlay_prior_reason,pose_lock_reason,decision_source
215,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.883333,1,,,,,generic_sequence_se3_mainline
216,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,0.985000,0.883333,1,,,,,generic_sequence_se3_mainline
217,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.985000,1.066667,1,,,,,generic_sequence_se3_mainline
218,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,0.985000,0.883333,1,,,,,generic_sequence_se3_mainline
219,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.985000,1.066667,1,,,,,generic_sequence_se3_mainline
220,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,0.985000,1.066667,1,,,,,generic_sequence_se3_mainline
221,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,1.150000,1.233333,1,,,,,generic_sequence_se3_mainline
222,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.885364,1.100000,1.233333,1,,,,,generic_sequence_se3_mainline
223,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,1.100000,1.233333,1,,,,,generic_sequence_se3_mainline
224,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,1.150000,1.066667,1,,,,,generic_sequence_se3_mainline
225,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.985000,0.883333,1,,,,,generic_sequence_se3_mainline
226,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.673333,1,,,,,generic_sequence_se3_mainline
227,free_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.770000,0.646667,1,,,,,generic_sequence_se3_mainline
228,free_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.720000,0.646667,1,,,,,generic_sequence_se3_mainline
229,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.770000,0.646667,1,,,,,generic_sequence_se3_mainline
230,free_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.770000,0.646667,1,,,,,generic_sequence_se3_mainline
231,free_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.720000,0.620000,1,,,,,generic_sequence_se3_mainline
232,free_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.720000,0.493333,1,,,,,generic_sequence_se3_mainline
233,high_speed,1,1,1,1,1,1,1,1,1,1,0.780000,0.500000,0.366667,1,,,,,generic_sequence_se3_mainline
234,high_speed,1,1,1,1,1,1,1,1,1,1,0.780000,0.280000,0.393333,1,,,,,generic_sequence_se3_mainline
235,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.550000,0.546667,1,,,,,generic_sequence_se3_mainline
236,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.673333,1,,,,,generic_sequence_se3_mainline
237,free_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.770000,0.673333,1,,,,,generic_sequence_se3_mainline
238,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.770000,0.856667,1,,,,,generic_sequence_se3_mainline
239,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,0.985000,1.066667,1,,,,,generic_sequence_se3_mainline
240,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,1.150000,1.066667,1,,,,,generic_sequence_se3_mainline
